,word,phones,phonetic_leaf
8299,norwich,"['N', 'AO1', 'R', 'W', 'IH0', 'CH']",d
8300,nose,"['N', 'OW1', 'Z']",b
8301,noses,"['N', 'OW1', 'Z', 'IH0', 'Z']",e
8302,not,"['N', 'AA1', 'T']",b
8303,notable,"['N', 'OW1', 'T', 'AH0', 'B', 'AH0', 'L']",a
8304,notably,"['N', 'OW1', 'T', 'AH0', 'B', 'L', 'IY0']",a
8305,notch,"['N', 'AA1', 'CH']",b
8306,note,"['N', 'OW1', 'T']",b
8307,notebook,"['N', 'OW1', 'T', 'B', 'UH2', 'K']",d
8308,noted,"['N', 'OW1', 'T', 'IH0', 'D']",d
8309,noted,"['N', 'OW1', 'T', 'AH0', 'D']",d
8310,notes,"['N', 'OW1', 'T', 'S']",e
8311,nothing,"['N', 'AH1', 'TH', 'IH0', 'NG']",a
8312,notice,"['N', 'OW1', 'T', 'AH0', 'S']",e
8313,notice,"['N', 'OW1', 'T', 'IH0', 'S']",e
8314,noticeable,"['N', 'OW1', 'T', 'AH0', 'S', 'AH0', 'B', 'AH0', 'L']",a
8315,noticed,"['N', 'OW1', 'T', 'AH0', 'S', 'T']",d
8316,notification,"['N', 'OW2', 'T', 'AH0', 'F', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N']",d
8317,notified,"['N', 'OW1', 'T', 'AH0', 'F', 'AY2', 'D']",d
8318,notify,"['N', 'OW1', 'T', 'AH0', 'F', 'AY2']",a
8319,notion,"['N', 'OW1', 'SH', 'AH0', 'N']",d
8320,notions,"['N', 'OW1', 'SH', 'AH0', 'N', 'Z']",e
8321,notorieties,"['N', 'OW2', 'T', 'ER0', 'AY1', 'AH0', 'T', 'IY0', 'Z']",e
8322,notoriety,"['N', 'OW2', 'T', 'ER0', 'AY1', 'AH0', 'T', 'IY0']",a
8323,notorious,"['N', 'OW0', 'T', 'AO1', 'R', 'IY0', 'AH0', 'S']",e
8324,notoriously,"['N', 'OW0', 'T', 'AO1', 'R', 'IY0', 'AH0', 'S', 'L', 'IY0']",a
8325,nottinghamshire,"['N', 'AA1', 'T', 'IH0', 'NG', 'HH', 'AE2', 'M', 'SH', 'AY2', 'R']",a
8326,notwithstanding,"['N', 'AA2', 'T', 'W', 'IH0', 'TH', 'S', 'T', 'AE1', 'N', 'D', 'IH0', 'NG']",a
8327,nought,"['N', 'AO1', 'T']",b
8328,nourish,"['N', 'ER1', 'IH0', 'SH']",d
8329,nourished,"['N', 'ER1', 'IH0', 'SH', 'T']",d
8330,nourishment,"['N', 'ER1', 'IH0', 'SH', 'M', 'AH0', 'N', 'T']",d
8331,nova,"['N', 'OW1', 'V', 'AH0']",a
8332,novel,"['N', 'AA1', 'V', 'AH0', 'L']",a
8333,novels,"['N', 'AA1', 'V', 'AH0', 'L', 'Z']",e
8334,novelty,"['N', 'AA1', 'V', 'AH0', 'L', 'T', 'IY0']",a
8335,november,"['N', 'OW0', 'V', 'EH1', 'M', 'B', 'ER0']",a
8336,novice,"['N', 'AA1', 'V', 'AH0', 'S']",e
8337,novo,"['N', 'OW1', 'V', 'OW0']",a
8338,now,"['N', 'AW1']",g
8339,nowhere,"['N', 'OW1', 'W', 'EH2', 'R']",a
8340,nowise,"['N', 'AW0', 'IH1', 'Z']",e
8341,noxious,"['N', 'AA1', 'K', 'SH', 'AH0', 'S']",e
8342,noyes,"['N', 'OY1', 'Z']",b
8343,nucleus,"['N', 'UW1', 'K', 'L', 'IY0', 'AH0', 'S']",e
8344,numb,"['N', 'AH1', 'M']",b
8345,number,"['N', 'AH1', 'M', 'B', 'ER0']",a
8346,numbered,"['N', 'AH1', 'M', 'B', 'ER0', 'D']",d
8347,numberless,"['N', 'AH1', 'M', 'B', 'ER0', 'L', 'AH0', 'S']",e
8348,numbers,"['N', 'AH1', 'M', 'B', 'ER0', 'Z']",e
8349,numerals,"['N', 'UW1', 'M', 'ER0', 'AH0', 'L', 'Z']",e
8350,numerous,"['N', 'UW1', 'M', 'ER0', 'AH0', 'S']",e
8351,nun,"['N', 'AH1', 'N']",b
8352,nurse,"['N', 'ER1', 'S']",b
8353,nursery,"['N', 'ER1', 'S', 'ER0', 'IY0']",a
8354,nutriment,"['N', 'UW1', 'T', 'R', 'AH0', 'M', 'AH0', 'N', 'T']",d
8355,nutrition,"['N', 'UW0', 'T', 'R', 'IH1', 'SH', 'AH0', 'N']",d
8356,nutritious,"['N', 'UW0', 'T', 'R', 'IH1', 'SH', 'AH0', 'S']",e
8357,nutritive,"['N', 'UW1', 'T', 'R', 'AH0', 'T', 'IH0', 'V']",d
8358,nux,"['N', 'UW1']",g
8359,o,['OW1'],g
8360,o'brien,"['OW0', 'B', 'R', 'AY1', 'IH0', 'N']",d
8361,o'clock,"['AH0', 'K', 'L', 'AA1', 'K']",d
8362,o'connor,"['OW0', 'K', 'AA1', 'N', 'ER0']",a
8363,o'connor's,"['OW0', 'K', 'AA1', 'N', 'ER0', 'Z']",e
8364,o'donnell,"['OW0', 'D', 'AA1', 'N', 'AH0', 'L']",a
8365,oak,"['OW1', 'K']",i
8366,oakum,"['OW1', 'K', 'AH0', 'M']",d
8367,oath,"['OW1', 'TH']",i
8368,oaths,"['OW1', 'TH', 'S']",j
8369,obey,"['OW0', 'B', 'EY1']",g
8370,obeyed,"['OW0', 'B', 'EY1', 'D']",d
8371,object,"['AH0', 'B', 'JH', 'EH1', 'K', 'T']",d
8372,object,"['AA1', 'B', 'JH', 'EH0', 'K', 'T']",d
8373,objected,"['AH0', 'B', 'JH', 'EH1', 'K', 'T', 'AH0', 'D']",d
8374,objection,"['AH0', 'B', 'JH', 'EH1', 'K', 'SH', 'AH0', 'N']",d
8375,objectionable,"['AH0', 'B', 'JH', 'EH1', 'K', 'SH', 'AH0', 'N', 'AH0', 'B', 'AH0', 'L']",a
8376,objections,"['AH0', 'B', 'JH', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']",e
8377,objective,"['AH0', 'B', 'JH', 'EH1', 'K', 'T', 'IH0', 'V']",d
8378,objectives,"['AH0', 'B', 'JH', 'EH1', 'K', 'T', 'IH0', 'V', 'Z']",e
8379,objects,"['AA1', 'B', 'JH', 'EH0', 'K', 'T', 'S']",e
8380,objets,"['AH0', 'B', 'JH', 'EH1', 'T', 'S']",e
8381,obligation,"['AA2', 'B', 'L', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N']",d
8382,obligations,"['AA2', 'B', 'L', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
8383,obliged,"['AH0', 'B', 'L', 'AY1', 'JH', 'D']",d
8384,obliterated,"['AH0', 'B', 'L', 'IH1', 'T', 'ER0', 'EY2', 'T', 'IH0', 'D']",d
8385,obliteration,"['AH0', 'B', 'L', 'IH2', 'T', 'ER0', 'EY1', 'SH', 'AH0', 'N']",d
8386,obscene,"['AH0', 'B', 'S', 'IY1', 'N']",d
8387,obscenity,"['AH0', 'B', 'S', 'EH1', 'N', 'IH0', 'T', 'IY0']",a
8388,obscurations,"['AH0', 'B', 'S', 'K', 'Y', 'UH1', 'R', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
8389,obscure,"['AH0', 'B', 'S', 'K', 'Y', 'UH1', 'R']",a
8390,obscured,"['AH0', 'B', 'S', 'K', 'Y', 'UH1', 'R', 'D']",d
8391,obscurity,"['AH0', 'B', 'S', 'K', 'Y', 'UH1', 'R', 'AH0', 'T', 'IY0']",a
8392,observable,"['AH0', 'B', 'Z', 'ER1', 'V', 'AH0', 'B', 'AH0', 'L']",a
8393,observance,"['AH0', 'B', 'Z', 'ER1', 'V', 'AH0', 'N', 'S']",e
8394,observation,"['AA2', 'B', 'Z', 'ER0', 'V', 'EY1', 'SH', 'AH0', 'N']",d
8395,observations,"['AA2', 'B', 'Z', 'ER0', 'V', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
8396,observe,"['AH0', 'B', 'Z', 'ER1', 'V']",d
8397,observed,"['AH0', 'B', 'Z', 'ER1', 'V', 'D']",d
8398,observer,"['AH0', 'B', 'Z', 'ER1', 'V', 'ER0']",a
8399,observers,"['AH0', 'B', 'Z', 'ER1', 'V', 'ER0', 'Z']",e
8400,observes,"['AH0', 'B', 'Z', 'ER1', 'V', 'Z']",e
8401,observing,"['AH0', 'B', 'Z', 'ER1', 'V', 'IH0', 'NG']",a
8402,obsolete,"['AA2', 'B', 'S', 'AH0', 'L', 'IY1', 'T']",d
8403,obstacle,"['AA1', 'B', 'S', 'T', 'AH0', 'K', 'AH0', 'L']",a
8404,obstacles,"['AA1', 'B', 'S', 'T', 'AH0', 'K', 'AH0', 'L', 'Z']",e
8405,obstinately,"['AA1', 'B', 'S', 'T', 'AH0', 'N', 'AH0', 'T', 'L', 'IY0']",a
8406,obtain,"['AH0', 'B', 'T', 'EY1', 'N']",d
8407,obtainable,"['AH0', 'B', 'T', 'EY1', 'N', 'AH0', 'B', 'AH0', 'L']",a
8408,obtained,"['AH0', 'B', 'T', 'EY1', 'N', 'D']",d
8409,obtaining,"['AH0', 'B', 'T', 'EY1', 'N', 'IH0', 'NG']",a
8410,obtains,"['AH0', 'B', 'T', 'EY1', 'N', 'Z']",e
8411,obviate,"['AA1', 'B', 'V', 'IY0', 'EY2', 'T']",d
8412,obviated,"['AA1', 'B', 'V', 'IY0', 'EY2', 'T', 'AH0', 'D']",d
8413,obvious,"['AA1', 'B', 'V', 'IY0', 'AH0', 'S']",e
8414,obviously,"['AA1', 'B', 'V', 'IY0', 'AH0', 'S', 'L', 'IY0']",a
8415,occasion,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N']",d
8416,occasional,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N', 'AH0', 'L']",a
8417,occasionally,"['AH0', 'K', 'EY1', 'ZH', 'N', 'AH0', 'L', 'IY0']",a
8418,occasionally,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N', 'L', 'IY0']",a
8419,occasionally,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N', 'AH0', 'L', 'IY0']",a
8420,occasioned,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N', 'D']",d
8421,occasions,"['AH0', 'K', 'EY1', 'ZH', 'AH0', 'N', 'Z']",e
8422,occipital,"['AA0', 'K', 'S', 'IH1', 'P', 'AH0', 'T', 'AH0', 'L']",a
8423,occult,"['AH0', 'K', 'AH1', 'L', 'T']",d
8424,occupant,"['AA1', 'K', 'Y', 'AH0', 'P', 'AH0', 'N', 'T']",d
8425,occupants,"['AA1', 'K', 'Y', 'AH0', 'P', 'AH0', 'N', 'T', 'S']",e
8426,occupation,"['AA2', 'K', 'Y', 'AH0', 'P', 'EY1', 'SH', 'AH0', 'N']",d
8427,occupations,"['AA2', 'K', 'Y', 'AH0', 'P', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
8428,occupied,"['AA1', 'K', 'Y', 'AH0', 'P', 'AY2', 'D']",d
8429,occupy,"['AA1', 'K', 'Y', 'AH0', 'P', 'AY2']",a
8430,occupying,"['AA1', 'K', 'Y', 'AH0', 'P', 'AY2', 'IH0', 'NG']",a
8431,occur,"['AH0', 'K', 'ER1']",g
8432,occurred,"['AH0', 'K', 'ER1', 'D']",d
8433,occurrence,"['AH0', 'K', 'ER1', 'AH0', 'N', 'S']",e
8434,occurrences,"['AH0', 'K', 'ER1', 'AH0', 'N', 'S', 'IH0', 'Z']",e
8435,occurs,"['AH0', 'K', 'ER1', 'Z']",e
8436,ocean,"['OW1', 'SH', 'AH0', 'N']",d
8437,october,"['AA0', 'K', 'T', 'OW1', 'B', 'ER0']",a
8438,odd,"['AA1', 'D']",i
8439,oddity,"['AA1', 'D', 'AH0', 'T', 'IY0']",a
8440,odell,"['OW0', 'D', 'EH1', 'L']",a
8441,odium,"['OW1', 'D', 'IY0', 'AH0', 'M']",d
8442,odor,"['OW1', 'D', 'ER0']",g
8443,of,"['AH1', 'V']",f
8444,of,"['AH0', 'V']",f
8445,off,"['AO1', 'F']",f
8446,offender,"['AH0', 'F', 'EH1', 'N', 'D', 'ER0']",a
8447,offenders,"['AH0', 'F', 'EH1', 'N', 'D', 'ER0', 'Z']",e
8448,offense,"['AH0', 'F', 'EH1', 'N', 'S']",e
8449,offenses,"['AH0', 'F', 'EH1', 'N', 'S', 'IH0', 'Z']",e
8450,offensive,"['AH0', 'F', 'EH1', 'N', 'S', 'IH0', 'V']",d
8451,offer,"['AO1', 'F', 'ER0']",g
8452,offered,"['AO1', 'F', 'ER0', 'D']",d
8453,offering,"['AO1', 'F', 'R', 'IH0', 'NG']",a
8454,offering,"['AO1', 'F', 'ER0', 'IH0', 'NG']",a
8455,offers,"['AO1', 'F', 'ER0', 'Z']",e
8456,office,"['AO1', 'F', 'AH0', 'S']",e
8457,officer,"['AO1', 'F', 'AH0', 'S', 'ER0']",a
8458,officer's,"['AO1', 'F', 'IH0', 'S', 'ER0', 'Z']",e
8459,officers,"['AO1', 'F', 'IH0', 'S', 'ER0', 'Z']",e
8460,officers,"['AO1', 'F', 'AH0', 'S', 'ER0', 'Z']",e
8461,offices,"['AO1', 'F', 'AH0', 'S', 'AH0', 'Z']",e
8462,offices,"['AO1', 'F', 'AH0', 'S', 'IH0', 'Z']",e
8463,official,"['AH0', 'F', 'IH1', 'SH', 'AH0', 'L']",a
8464,officially,"['AH0', 'F', 'IH1', 'SH', 'AH0', 'L', 'IY0']",a
8465,officials,"['AH0', 'F', 'IH1', 'SH', 'AH0', 'L', 'Z']",e
8466,offspring,"['AO1', 'F', 'S', 'P', 'R', 'IH2', 'NG']",a
8467,often,"['AO1', 'F', 'AH0', 'N']",d
8468,oftener,"['AO1', 'F', 'AH0', 'N', 'ER0']",a
8469,oftener,"['AO1', 'F', 'T', 'AH0', 'N', 'ER0']",a
8470,oh,['OW1'],g
8471,oil,"['OY1', 'L']",g
8472,oiled,"['OY1', 'L', 'D']",i
8473,oily,"['OY1', 'L', 'IY0']",g
8474,old,"['OW1', 'L', 'D']",i
8475,older,"['OW1', 'L', 'D', 'ER0']",a
8476,oldest,"['OW1', 'L', 'D', 'AH0', 'S', 'T']",d
8477,olympic,"['OW0', 'L', 'IH1', 'M', 'P', 'IH0', 'K']",d
8478,omissions,"['OW0', 'M', 'IH1', 'SH', 'AH0', 'N', 'Z']",e
8479,omit,"['OW0', 'M', 'IH1', 'T']",d
8480,omitted,"['OW0', 'M', 'IH1', 'T', 'IH0', 'D']",d
8481,omnibus,"['AA1', 'M', 'N', 'AH0', 'B', 'AH0', 'S']",e
8482,omnipotence,"['AA0', 'M', 'N', 'IH1', 'P', 'AH0', 'T', 'AH0', 'N', 'S']",e
8483,on,"['AO1', 'N']",i
8484,on,"['AA1', 'N']",i
8485,once,"['W', 'AH1', 'N', 'S']",e
8486,one,"['HH', 'W', 'AH1', 'N']",d
8487,one,"['W', 'AH1', 'N']",i
8488,one's,"['W', 'AH1', 'N', 'Z']",e
8489,ones,"['W', 'AH1', 'N', 'Z']",e
8490,oneself,"['W', 'AH2', 'N', 'S', 'EH1', 'L', 'F']",d
8491,only,"['OW1', 'N', 'L', 'IY0']",a
8492,onto,"['AO1', 'N', 'T', 'UW0']",a
8493,onto,"['AA1', 'N', 'T', 'UW0']",a
8494,onus,"['OW1', 'N', 'AH0', 'S']",e
8495,onwards,"['AA1', 'N', 'W', 'ER0', 'D', 'Z']",e
8496,oozing,"['UW1', 'Z', 'IH0', 'NG']",a
8497,opaque,"['OW0', 'P', 'EY1', 'K']",d
8498,open,"['OW1', 'P', 'AH0', 'N']",d
8499,opened,"['OW1', 'P', 'AH0', 'N', 'D']",d
8500,opening,"['OW1', 'P', 'AH0', 'N', 'IH0', 'NG']",a
8501,openings,"['OW1', 'P', 'AH0', 'N', 'IH0', 'NG', 'Z']",e
8502,openly,"['OW1', 'P', 'AH0', 'N', 'L', 'IY0']",a
8503,opera,"['AA1', 'P', 'R', 'AH0']",a
8504,operate,"['AA1', 'P', 'ER0', 'EY2', 'T']",d
8505,operated,"['AA1', 'P', 'ER0', 'EY2', 'T', 'AH0', 'D']",d
8506,operates,"['AA1', 'P', 'ER0', 'EY2', 'T', 'S']",e
8507,operating,"['AA1', 'P', 'ER0', 'EY2', 'T', 'IH0', 'NG']",a
8508,operation,"['AA2', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']",d
8509,operations,"['AA2', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
8510,operator,"['AA1', 'P', 'ER0', 'EY2', 'T', 'ER0']",a
8511,operators,"['AA1', 'P', 'ER0', 'EY2', 'T', 'ER0', 'Z']",e
8512,opinion,"['AH0', 'P', 'IH1', 'N', 'Y', 'AH0', 'N']",d
8513,opinions,"['AH0', 'P', 'IH1', 'N', 'Y', 'AH0', 'N', 'Z']",e
8514,opponents,"['AH0', 'P', 'OW1', 'N', 'AH0', 'N', 'T', 'S']",e
8515,opportunists,"['AA2', 'P', 'ER0', 'T', 'UW1', 'N', 'IH0', 'S', 'T', 'S']",e
8516,opportunities,"['AA2', 'P', 'ER0', 'T', 'UW1', 'N', 'AH0', 'T', 'IY0', 'Z']",e
8517,opportunity,"['AA2', 'P', 'ER0', 'T', 'UW1', 'N', 'AH0', 'T', 'IY0']",a
8518,oppose,"['AH0', 'P', 'OW1', 'Z']",e
8519,opposed,"['AH0', 'P', 'OW1', 'Z', 'D']",d
8520,opposing,"['AH0', 'P', 'OW1', 'Z', 'IH0', 'NG']",a
8521,opposite,"['AA1', 'P', 'AH0', 'Z', 'AH0', 'T']",d
8522,opposition,"['AA2', 'P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']",d
8523,oppression,"['AH0', 'P', 'R', 'EH1', 'SH', 'AH0', 'N']",d
8524,oppressive,"['AH0', 'P', 'R', 'EH1', 'S', 'IH0', 'V']",d
8525,optimism,"['AA1', 'P', 'T', 'AH0', 'M', 'IH2', 'Z', 'AH0', 'M']",d
8526,optimum,"['AA1', 'P', 'T', 'AH0', 'M', 'AH0', 'M']",d
8527,or,['ER0'],g
8528,or,"['AO1', 'R']",g
8529,oral,"['AO1', 'R', 'AH0', 'L']",a
8530,orally,"['AO1', 'R', 'AH0', 'L', 'IY0']",a
8531,orange,"['AO1', 'R', 'IH0', 'N', 'JH']",d
8532,oranges,"['AO1', 'R', 'IH0', 'N', 'JH', 'IH0', 'Z']",e
8533,ordeal,"['AO0', 'R', 'D', 'IY1', 'L']",a
8534,order,"['AO1', 'R', 'D', 'ER0']",a
8535,ordered,"['AO1', 'R', 'D', 'ER0', 'D']",d
8536,ordering,"['AO1', 'R', 'D', 'ER0', 'IH0', 'NG']",a
8537,orderly,"['AO1', 'R', 'D', 'ER0', 'L', 'IY0']",a
8538,orders,"['AO1', 'R', 'D', 'ER0', 'Z']",e
8539,ordinance,"['AO1', 'R', 'D', 'AH0', 'N', 'AH0', 'N', 'S']",e
8540,ordinarily,"['AO2', 'R', 'D', 'AH0', 'N', 'EH1', 'R', 'AH0', 'L', 'IY0']",a
8541,ordinary,"['AO1', 'R', 'D', 'AH0', 'N', 'EH2', 'R', 'IY0']",a
8542,organ,"['AO1', 'R', 'G', 'AH0', 'N']",d
8543,organic,"['AO0', 'R', 'G', 'AE1', 'N', 'IH0', 'K']",d
8544,organism,"['AO1', 'R', 'G', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M']",d
8545,organisms,"['AO1', 'R', 'G', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M', 'Z']",e
8546,organization,"['AO2', 'R', 'G', 'AH0', 'N', 'AH0', 'Z', 'EY1', 'SH', 'AH0', 'N']",d
8547,organizational,"['AO2', 'R', 'G', 'AH0', 'N', 'AH0', 'Z', 'EY1', 'SH', 'AH0', 'N', 'AH0', 'L']",a
8548,organizations,"['AO2', 'R', 'G', 'AH0', 'N', 'AH0', 'Z', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
8549,organize,"['AO1', 'R', 'G', 'AH0', 'N', 'AY2', 'Z']",e
8550,organized,"['AO1', 'R', 'G', 'AH0', 'N', 'AY2', 'Z', 'D']",d
8551,organs,"['AO1', 'R', 'G', 'AH0', 'N', 'Z']",e
8552,oriental,"['AO2', 'R', 'IY0', 'EH1', 'N', 'T', 'AH0', 'L']",a
8553,origin,"['AO1', 'R', 'AH0', 'JH', 'AH0', 'N']",d
8554,original,"['ER0', 'IH1', 'JH', 'AH0', 'N', 'AH0', 'L']",a
8555,originally,"['ER0', 'IH1', 'JH', 'AH0', 'N', 'AH0', 'L', 'IY0']",a
8556,originals,"['ER0', 'IH1', 'JH', 'AH0', 'N', 'AH0', 'L', 'Z']",e
8557,originated,"['ER0', 'IH1', 'JH', 'AH0', 'N', 'EY2', 'T', 'AH0', 'D']",d
8558,originator,"['ER0', 'IH1', 'JH', 'AH0', 'N', 'EY2', 'T', 'ER0']",a
8559,orleans,"['AO1', 'R', 'L', 'IY0', 'N', 'Z']",e
8560,orleans,"['AO1', 'R', 'L', 'IY0', 'AH0', 'N', 'Z']",e
8561,ornament,"['AO1', 'R', 'N', 'AH0', 'M', 'AH0', 'N', 'T']",d
8562,ornamentation,"['AO2', 'R', 'N', 'AH0', 'M', 'EH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'N']",d
8563,ornamented,"['AO1', 'R', 'N', 'AH0', 'M', 'EH2', 'N', 'T', 'IH0', 'D']",d
8564,orphans,"['AO1', 'R', 'F', 'AH0', 'N', 'Z']",e
8565,orthodox,"['AO1', 'R', 'TH', 'AH0', 'D', 'AA2', 'K', 'S']",e
8566,orthodoxy,"['AO1', 'R', 'TH', 'AH0', 'D', 'AA2', 'K', 'S', 'IY0']",a
8567,osborne,"['AO1', 'Z', 'B', 'AO2', 'R', 'N']",d
8568,oscillating,"['AA1', 'S', 'AH0', 'L', 'EY2', 'T', 'IH0', 'NG']",a
8569,osier,"['OW1', 'ZH', 'ER0']",g
8570,osmosis,"['AO2', 'Z', 'M', 'OW1', 'S', 'IH0', 'S']",e
8571,ostend,"['AA0', 'S', 'T', 'EH1', 'N', 'D']",d
8572,ostensibly,"['AA0', 'S', 'T', 'EH1', 'N', 'S', 'AH0', 'B', 'L', 'IY0']",a
8573,ostentatious,"['AA2', 'S', 'T', 'AH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'S']",e
8574,ostentatiously,"['AA2', 'S', 'T', 'AH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'S', 'L', 'IY0']",a
8575,ostrich,"['AO1', 'S', 'T', 'R', 'IH0', 'CH']",d
8576,ostriches,"['AA1', 'S', 'T', 'R', 'IH0', 'CH', 'IH0', 'Z']",e
8577,oswald,"['AO1', 'Z', 'W', 'AO0', 'L', 'D']",d
8578,oswald's,"['AO1', 'Z', 'W', 'AO0', 'L', 'D', 'Z']",e
8579,oswalds,"['AA1', 'S', 'W', 'AH0', 'L', 'D', 'Z']",e
8580,other,"['AH1', 'DH', 'ER0']",g
8581,other's,"['AH1', 'DH', 'ER0', 'Z']",e
8582,others,"['AH1', 'DH', 'ER0', 'Z']",e
8583,otherwise,"['AH1', 'DH', 'ER0', 'W', 'AY2', 'Z']",e
8584,ought,"['AO1', 'T']",i
8585,ounces,"['AW1', 'N', 'S', 'IH0', 'Z']",e
8586,our,"['AW1', 'R']",g
8587,our,"['AA1', 'R']",g
8588,our,"['AW1', 'ER0']",g
8589,ours,"['AW1', 'ER0', 'Z']",j
8590,ourselves,"['AA0', 'R', 'S', 'EH1', 'L', 'V', 'Z']",e
8591,ourselves,"['AW0', 'ER0', 'S', 'EH1', 'L', 'V', 'Z']",e
8592,out,"['AW1', 'T']",i
8593,outbreak,"['AW1', 'T', 'B', 'R', 'EY2', 'K']",d
8594,outburst,"['AW1', 'T', 'B', 'ER2', 'S', 'T']",d
8595,outdone,"['AW1', 'T', 'D', 'AH1', 'N']",d
8596,outdoor,"['AW1', 'T', 'D', 'AO2', 'R']",a
8597,outer,"['AW1', 'T', 'ER0']",g
8598,outfitted,"['AW1', 'T', 'F', 'IH2', 'T', 'IH0', 'D']",d
8599,outlay,"['AW1', 'T', 'L', 'EY2']",a
8600,outlet,"['AW1', 'T', 'L', 'EH2', 'T']",d
8601,outline,"['AW1', 'T', 'L', 'AY2', 'N']",d
8602,outlined,"['AW1', 'T', 'L', 'AY2', 'N', 'D']",d
8603,outlines,"['AW1', 'T', 'L', 'AY2', 'N', 'Z']",e
8604,outlining,"['AW1', 'T', 'L', 'AY2', 'N', 'IH0', 'NG']",a
8605,outlook,"['AW1', 'T', 'L', 'UH2', 'K']",d
8606,outrage,"['AW1', 'T', 'R', 'EY2', 'JH']",d
8607,outraged,"['AW1', 'T', 'R', 'EY2', 'JH', 'D']",d
8608,outrageous,"['AW0', 'T', 'R', 'EY1', 'JH', 'AH0', 'S']",e
8609,outrages,"['AW1', 'T', 'R', 'EY2', 'JH', 'IH0', 'Z']",e
8610,outright,"['AW1', 'T', 'R', 'AY1', 'T']",d
8611,outset,"['AW1', 'T', 'S', 'EH2', 'T']",d
8612,outshone,"['AW0', 'T', 'SH', 'OW1', 'N']",d
8613,outside,"['AW1', 'T', 'S', 'AY1', 'D']",d
8614,outsiders,"['AW0', 'T', 'S', 'AY1', 'D', 'ER0', 'Z']",e
8615,outskirts,"['AW1', 'T', 'S', 'K', 'ER2', 'T', 'S']",e
8616,outspoken,"['AW1', 'T', 'S', 'P', 'OW1', 'K', 'AH0', 'N']",d
8617,outspokenly,"['AW0', 'T', 'S', 'P', 'OW1', 'K', 'AH0', 'N', 'L', 'IY0']",a
8618,outstanding,"['AW2', 'T', 'S', 'T', 'AE1', 'N', 'D', 'IH0', 'NG']",a
8619,oven,"['AH1', 'V', 'AH0', 'N']",d
8620,over,"['OW1', 'V', 'ER0']",g
8621,overall,"['OW1', 'V', 'ER0', 'AO2', 'L']",a
8622,overbearing,"['OW1', 'V', 'ER0', 'B', 'EH1', 'R', 'IH0', 'NG']",a
8623,overboard,"['OW1', 'V', 'ER0', 'B', 'AO2', 'R', 'D']",d
8624,overbury,"['OW1', 'V', 'ER0', 'B', 'EH2', 'R', 'IY0']",a
8625,overcast,"['OW1', 'V', 'ER0', 'K', 'AE2', 'S', 'T']",d
8626,overcome,"['OW1', 'V', 'ER0', 'K', 'AH2', 'M']",d
8627,overcrowded,"['OW1', 'V', 'ER0', 'K', 'R', 'AW2', 'D', 'IH0', 'D']",d
8628,overcrowding,"['OW1', 'V', 'ER0', 'K', 'R', 'AW2', 'D', 'IH0', 'NG']",a
8629,overdo,"['OW1', 'V', 'ER0', 'D', 'UW1']",a
8630,overend,"['OW2', 'V', 'ER0', 'EH1', 'N', 'D']",d
8631,overflowed,"['OW2', 'V', 'ER0', 'F', 'L', 'OW1', 'D']",d
8632,overflowing,"['OW1', 'V', 'ER0', 'F', 'L', 'OW2', 'IH0', 'NG']",a
8633,overgrown,"['OW2', 'V', 'ER0', 'G', 'R', 'OW1', 'N']",d
8634,overhanging,"['OW1', 'V', 'ER0', 'HH', 'AE2', 'NG', 'IH0', 'NG']",a
8635,overhaul,"['OW1', 'V', 'ER0', 'HH', 'AO2', 'L']",a
8636,overhead,"['OW1', 'V', 'ER0', 'HH', 'EH1', 'D']",d
8637,overheard,"['OW1', 'V', 'ER0', 'HH', 'ER1', 'D']",d
8638,overleap,"['OW1', 'V', 'ER0', 'L', 'IY1', 'P']",d
8639,overlook,"['OW1', 'V', 'ER0', 'L', 'UH2', 'K']",d
8640,overlooked,"['OW1', 'V', 'ER0', 'L', 'UH2', 'K', 'T']",d
8641,overlooking,"['OW1', 'V', 'ER0', 'L', 'UH2', 'K', 'IH0', 'NG']",a
8642,overly,"['OW1', 'V', 'ER0', 'L', 'IY0']",a
8643,overpass,"['OW1', 'V', 'ER0', 'P', 'AE2', 'S']",e
